Token	LmAoA	LmCutoff	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
a	1.54345504678058	5.58433691876191	5.26043796539307	3.00777769088745	7.52997895608905	3.63869488143478	1.54345504678058	0.591757517397656
about	2.38903717823677	9.04821178478969	11.043080329895	5.48751306533813	11.5564198944929	6.54000367508649	2.38903717823677	0.730196058992175
after	0	5567.7987043493	14.6175003051758	9.33116722106934	11124.4720497036	11.1253589950003	-10.4696752793627	1.44324464789221
all	2.47712125471966	6.86768611860493	7.47455549240112	5.64495611190796	7.17149254637117	6.5638796908387	2.79425214561111	0.117656648637328
am	0	15720.0802904867	9.30094814300537	3.31667876243591	31434.5106504897	5.6499304836821	-4.3345608404173	0.597632174576123
and	0	4559.82092340955	6.40905284881592	3.00503659248352	9115.91557238946	3.72627442964367	-6.87181470447636	1.01623036155115
another	0	2929.93326677563	10.0334634780884	5.8198413848877	5852.0846096815	7.78192386975853	-3.89195150669309	0.674070766229033
any	2.37720166439123	10.6348953917514	11.8486614227295	7.07608509063721	12.0088614566576	9.26092932684527	2.37720166439123	0.267035422943039
apple	2.12614585100177	12.052786223404	14.4196004867554	4.85177135467529	17.5678744152594	6.53769803154853	2.12614585100177	0.560366151681672
are	0	1425.48061002779	7.04346132278442	3.45282053947449	2846.73083228357	4.23038777200651	-4.55159661425836	0.889703765366532
arm	2.47712125471966	11.431837543233	13.1000776290894	6.75640869140625	13.2210538733966	9.64262121306943	2.55469129191506	0.219099377312025
around	0	122915.407749218	15.5344800949097	5.02252578735352	245824.23347342	6.58202501687597	-4.00580759220052	0.545475100463006
asleep	2.47712125471966	13.333473253879	16.8279361724854	7.076575756073	15.8793753538969	10.7875711538611	2.50557483529648	0.141010824374245
at	0.907982276718492	9.18439228844331	6.66809797286987	3.60803294181824	13.8552157248703	4.51356885201632	0.907982276718492	0.615298488826334
aunt	2.47712125471966	11.3507395545598	15.2807416915894	4.85828256607056	14.6983670052517	8.00311210386781	2.5444870933735	0.069158926551748
away	2.47712125471966	8.86464697270874	10.9678058624268	4.84496450424194	11.0912356754235	6.63805826999398	2.65733572622151	0.442505261000233
baby	2.11383409656141	7.83949687437988	9.03903865814209	3.60415005683899	10.5869241175801	5.09206963117967	2.11383409656141	0.40028263888592
back	1.28544337420527	11.4821323983563	9.5864143371582	4.81438779830933	16.9307575047154	6.03350729199715	1.28544337420527	0.594528389527737
bad	2.47712125471966	10.9188922712714	13.7298250198364	7.52091789245605	12.2940733145619	9.54371122798084	2.94086822905442	0.137506868567747
ball	2.15894092592127	7.21068809606651	8.48517894744873	3.45652270317078	9.33459532285479	5.08678086927824	2.15894092592127	0.294171015105355
balloon	2.2857264846516	9.60585568334255	10.8914422988892	6.33501243591309	10.5348448027091	8.67686656397599	2.2857264846516	0.0240732812439974
banana	0	7438.37101787972	10.3324604034424	5.28769874572754	14869.6971847905	7.04485096894196	-4.87985072721856	0.77056260587426
basket	2.42038584437532	11.0463918360056	13.0986394882202	5.88397932052612	13.5314057784868	8.56137789352432	2.42038584437532	0.319253268569457
bath	2.47712125471966	12.5520766326157	15.0018072128296	7.50677871704102	14.226933008969	10.8772202562624	2.66985056459032	0.121222773410084
bathroom	2.47712125471966	10.5993875780176	12.8908853530884	6.28857183456421	14.7271743449138	6.4716008111214	3.31023409416763	1.79213486396052
be	2.15147643444101	7.14902921521764	8.26662635803223	3.22606372833252	9.73382529794176	4.56423313249352	2.15147643444101	0.365821123019972
